epoch,train_loss,val_loss,train_acc,val_acc,val_f1_macro,epoch_time_sec,angry_precision,angry_recall,angry_f1-score,disgust_precision,disgust_recall,disgust_f1-score,fear_precision,fear_recall,fear_f1-score,happy_precision,happy_recall,happy_f1-score,neutral_precision,neutral_recall,neutral_f1-score,sad_precision,sad_recall,sad_f1-score,surprise_precision,surprise_recall,surprise_f1-score
1,1.9017228258065941,1.8743255820637064,0.21538919482065783,0.2464474784062413,0.10160614463759525,163.03703689575195,0.0,0.0,0.0,0.012924071082390954,0.07207207207207207,0.021917808219178082,0.3135593220338983,0.0361328125,0.0647985989492119,0.2643412134237064,0.9013528748590756,0.4087945800843666,0.35,0.0056772100567721,0.0111731843575419,0.13559322033898305,0.006415396952686447,0.01225114854517611,0.3514376996805112,0.13237063778580024,0.19230769230769232
2,1.8105849489319057,1.8787098524795665,0.28694746242000296,0.22805795486207858,0.11610554326725138,155.7882649898529,0.0,0.0,0.0,0.0087527352297593,0.10810810810810811,0.016194331983805668,0.0,0.0,0.0,0.2791155866900175,0.7187147688838782,0.402081362346263,0.3181818181818182,0.0227088402270884,0.04239212717638153,0.26595744680851063,0.020048115477145148,0.037285607755406416,0.28125,0.3574007220216607,0.314785373608903
3,1.7313273625991976,2.0036099585493017,0.32165500818574194,0.19420451379214265,0.12582725914288462,154.41282510757446,0.0,0.0,0.0,0.013407821229050279,0.21621621621621623,0.02524986849026828,0.25,0.0048828125,0.009578544061302681,0.3272367770637667,0.37316798196166856,0.34869633921516985,0.2357473035439137,0.12408759124087591,0.16259298618490967,0.2361111111111111,0.0136327185244587,0.02577710386656558,0.2034351145038168,0.641395908543923,0.30889597218197623
4,1.6832138548438118,1.8077769227332143,0.3407352284566156,0.2750069657286152,0.15243709792990975,155.7330470085144,0.15384615384615385,0.0020876826722338203,0.004119464469618949,0.002066115702479339,0.009009009009009009,0.0033613445378151263,0.25396825396825395,0.015625,0.029438822447102116,0.3141724479682854,0.7147688838782412,0.4364888123924269,0.23787528868360278,0.08353609083536091,0.12364945978391356,0.28112449799196787,0.056134723336006415,0.09358288770053476,0.27052631578947367,0.618531889290012,0.3764188941779568
5,1.647448842921841,2.0540555329932646,0.3535049858609912,0.21649484536082475,0.1521441949987606,154.20150923728943,0.20833333333333334,0.005219206680584551,0.010183299389002037,0.015012510425354461,0.32432432432432434,0.02869669190912714,0.2564102564102564,0.009765625,0.01881467544684854,0.3406470806991447,0.5163472378804961,0.41048622003136903,0.25735294117647056,0.05677210056772101,0.09302325581395349,0.26582278481012656,0.08420208500400962,0.1278928136419001,0.3027185892725937,0.49578820697954273,0.3759124087591241
6,1.6132094474114873,1.9792458984837886,0.3688644143473731,0.24505433268319865,0.1647532859826086,144.1571488380432,0.26666666666666666,0.0041753653444676405,0.008221993833504625,0.014846235418875928,0.25225225225225223,0.028042063094641963,0.19658119658119658,0.0224609375,0.040315512708150744,0.35959885386819485,0.5659526493799324,0.439772229522558,0.22123893805309736,0.040551500405515,0.06854009595613433,0.25,0.10104250200481155,0.143917761279269,0.3199023199023199,0.6305655836341757,0.4244633454840016
7,1.583532475530968,1.9912942922623518,0.3794612293496056,0.25424909445528004,0.18050504125931005,146.3094871044159,0.21428571428571427,0.009394572025052192,0.018,0.014256619144602852,0.25225225225225223,0.026987951807228915,0.34,0.0166015625,0.03165735567970205,0.36054648450516497,0.6099210822998873,0.4531937172774869,0.25625,0.0665044606650446,0.1056020605280103,0.25811001410437234,0.1467522052927025,0.18711656441717792,0.3882783882783883,0.5102286401925391,0.4409776391055642
8,1.5579138238083343,2.0641592339108867,0.3898496800119065,0.25369183616606295,0.17661472677389042,147.9922490119934,0.28,0.007306889352818371,0.014242115971515769,0.015212981744421906,0.2702702702702703,0.028804608737397985,0.2,0.0205078125,0.03720106288751107,0.3892165122156698,0.5208568207440811,0.4455159112825458,0.26373626373626374,0.038929440389294405,0.06784452296819787,0.2808641975308642,0.14595028067361668,0.1920844327176781,0.32532051282051283,0.7328519855595668,0.4506104328523862
9,1.5320292749793814,2.2312658041358557,0.40238130674207473,0.24700473669545833,0.18641526117573987,148.19244408607483,0.19444444444444445,0.007306889352818371,0.014084507042253521,0.017478152309612985,0.3783783783783784,0.03341288782816229,0.21551724137931033,0.0244140625,0.043859649122807015,0.4384494499738083,0.471815107102593,0.45452077111050776,0.29691211401425177,0.10137875101378752,0.15114873035066506,0.2891832229580574,0.10505212510024058,0.15411764705882353,0.3293478260869565,0.7292418772563177,0.45376263571695996
10,1.5080237187415224,1.9737453046500035,0.4161333531775562,0.2822513234884369,0.2120349018657477,151.84660506248474,0.36585365853658536,0.015657620041753653,0.03003003003003003,0.015616866215512754,0.2702702702702703,0.02952755905511811,0.20670391061452514,0.0361328125,0.06151288445552785,0.46237064910630293,0.5541149943630215,0.5041025641025642,0.2863636363636364,0.15328467153284672,0.19968304278922344,0.32220039292730845,0.13151563753007217,0.1867881548974943,0.34902411021814006,0.7316486161251504,0.47260007773027596
