epoch,train_loss,val_loss,train_acc,val_acc,val_f1_macro,epoch_time_sec,angry_precision,angry_recall,angry_f1-score,disgust_precision,disgust_recall,disgust_f1-score,fear_precision,fear_recall,fear_f1-score,happy_precision,happy_recall,happy_f1-score,neutral_precision,neutral_recall,neutral_f1-score,sad_precision,sad_recall,sad_f1-score,surprise_precision,surprise_recall,surprise_f1-score
1,1.6929317770871508,1.7124247640313197,0.33519869028129184,0.34633602674839786,0.2053686069905889,156.7626748085022,0.5,0.0020876826722338203,0.004158004158004158,0.005319148936170213,0.009009009009009009,0.006688963210702341,0.2222222222222222,0.001953125,0.003872216844143272,0.38935340022296544,0.7874859075535513,0.5210742260350616,0.25888324873096447,0.3722627737226277,0.30538922155688625,0.30472103004291845,0.05693664795509222,0.09594594594594595,0.4005784526391902,0.6666666666666666,0.5004516711833785
2,1.4579393290430152,1.751428671586012,0.44173240065485936,0.3464753413207021,0.317346982044928,160.8840708732605,0.21329639889196675,0.32150313152400833,0.25645295587010825,0.016642547033285094,0.2072072072072072,0.030810448760884127,0.2168458781362007,0.1181640625,0.1529709228824273,0.7288401253918495,0.52423900789177,0.6098360655737705,0.48249027237354086,0.20113544201135442,0.28391528334287347,0.3265479219677693,0.30874097834803527,0.3173948887056884,0.5721212121212121,0.5679903730445247,0.5700483091787439
3,1.3347180100490799,2.4184597975764643,0.49281143027236196,0.27904708832543884,0.25043526493144247,159.40848112106323,0.28869047619047616,0.10125260960334029,0.14992272024729522,0.024106400665004156,0.5225225225225225,0.04608661104489471,0.17159763313609466,0.0849609375,0.11365120836054866,0.8095238095238095,0.3641488162344983,0.5023328149300156,0.43847487001733104,0.20519059205190593,0.2795580110497238,0.4148936170212766,0.12510024057738572,0.1922365988909427,0.3241505968778696,0.8495788206979543,0.46925888999667664
4,1.2641567417155564,1.6475214647421368,0.5197797291263581,0.4158539983282251,0.3263738106500695,157.10549998283386,0.3447251114413076,0.24217118997912318,0.28448804414469653,0.044989775051124746,0.1981981981981982,0.07333333333333333,0.2897959183673469,0.0693359375,0.11189913317572892,0.711405529953917,0.6961668545659526,0.7037037037037037,0.4150772025431426,0.3706407137064071,0.3916023993144816,0.44341372912801486,0.19165998396150763,0.26763717805151177,0.30438413361169103,0.8772563176895307,0.4519528828270304
5,1.211412183715751,1.610031215086326,0.5382348563774371,0.41613262747283364,0.3838553420266629,156.74669408798218,0.35640785781103834,0.3977035490605428,0.3759250123334978,0.02474108170310702,0.38738738738738737,0.046511627906976744,0.3151515151515151,0.1015625,0.1536189069423929,0.8191489361702128,0.6076662908680946,0.6977346278317152,0.531328320802005,0.34387672343876724,0.4175283111767602,0.39829706717123936,0.3376102646351243,0.3654513888888889,0.6160919540229886,0.6450060168471721,0.630217519106408
6,1.1745170712346813,1.6410223836850975,0.556332787617205,0.4310392867093898,0.36937398727567644,154.32399582862854,0.5477941176470589,0.15553235908141963,0.24227642276422764,0.04034334763948498,0.42342342342342343,0.07366771159874608,0.30131004366812225,0.2021484375,0.24196376388077148,0.7569974554707379,0.6708004509582863,0.7112970711297071,0.4907749077490775,0.3236009732360097,0.39002932551319647,0.4001823154056518,0.3520449077786688,0.37457337883959047,0.4217557251908397,0.7978339350180506,0.5518102372034956
7,1.1441413043953688,1.7132487055417653,0.5685072183360619,0.4352187238785177,0.3518964358638782,156.34979104995728,0.4064245810055866,0.3037578288100209,0.34767025089605735,0.036458333333333336,0.44144144144144143,0.06735395189003436,0.3444976076555024,0.0703125,0.11678832116788321,0.5755117806102742,0.8399098083427283,0.6830162732065093,0.4968684759916493,0.38605028386050283,0.43450479233226835,0.5205992509363296,0.11146752205292702,0.18361955085865259,0.554337899543379,0.7304452466907341,0.6303219106957425
8,1.1161515809290643,1.425152191451646,0.581098377734782,0.4969350794093062,0.40325052286726976,156.42371702194214,0.5164075993091537,0.31210855949895616,0.3890696161353286,0.06231454005934718,0.3783783783783784,0.1070063694267516,0.4491525423728814,0.0517578125,0.09281961471103327,0.764269406392694,0.7547914317925591,0.7595008508224617,0.4455032757593806,0.6066504460665044,0.5137362637362637,0.4569377990430622,0.3063352044907779,0.36677868458953433,0.45714285714285713,0.8471720818291215,0.593842260649515
9,1.0994494201065725,1.5349470589836185,0.5841047774966512,0.4580663137364168,0.39776590569965536,152.57748985290527,0.49480968858131485,0.2985386221294363,0.3723958333333333,0.04507042253521127,0.5765765765765766,0.08360548661005879,0.3099787685774947,0.142578125,0.19531772575250836,0.8392982456140351,0.6741826381059752,0.747733666770866,0.44529411764705884,0.6139497161394971,0.5161950221616093,0.5289256198347108,0.15396952686447474,0.23850931677018633,0.5298935298935299,0.7785800240673887,0.6306042884990254
10,1.082445837511408,2.025303233191724,0.5920226224140497,0.3835330175536361,0.3042617826680112,154.14296078681946,0.5720338983050848,0.1409185803757829,0.22613065326633167,0.037659033078880404,0.6666666666666666,0.07129094412331406,0.27058823529411763,0.0224609375,0.04147880973850315,0.6964380648591175,0.7384441939120632,0.7168262653898769,0.5216637781629117,0.2441200324412003,0.33259668508287293,0.4267515923566879,0.161186848436247,0.2339930151338766,0.3611818644931228,0.8531889290012034,0.5075161059413028
11,1.0593041311933413,1.706493567716871,0.6001785980056557,0.45388687656728893,0.3692016003278809,153.64515900611877,0.5690866510538641,0.2536534446764092,0.35090252707581226,0.050833995234312944,0.5765765765765766,0.09343065693430656,0.38268156424581007,0.1337890625,0.19826338639652677,0.642418930762489,0.826381059751973,0.722879684418146,0.47330960854092524,0.43146796431467965,0.45142129826050065,0.5368852459016393,0.10505212510024058,0.17572099262240107,0.4615902964959569,0.8243080625752106,0.591792656587473
12,1.045387808578251,2.5107535772686256,0.6046137818127698,0.3357481192532739,0.2774321622182373,152.4570369720459,0.5320197044334976,0.1127348643006263,0.18604651162790697,0.04290589956118966,0.7927927927927928,0.08140610545790934,0.3308270676691729,0.04296875,0.07605877268798616,0.8486238532110092,0.5214205186020293,0.645949720670391,0.5909849749582637,0.2871046228710462,0.3864628820960699,0.5585106382978723,0.08420208500400962,0.14634146341463414,0.26973232669869596,0.9458483754512635,0.41975967957276367
13,1.032583933810532,3.4488196074568185,0.6088108349456764,0.24630816383393703,0.22898705403623792,158.7351098060608,0.5285714285714286,0.11586638830897704,0.19006849315068494,0.025991073772643737,0.8918918918918919,0.050510204081632655,0.3972602739726027,0.0283203125,0.0528714676390155,0.9095238095238095,0.3229988726042841,0.4767054908485857,0.5608856088560885,0.12327656123276562,0.20212765957446807,0.4972677595628415,0.07297514033680834,0.12727272727272726,0.35614385614385613,0.8580024067388689,0.5033533356865514
14,1.0242106818003143,2.6514062953536293,0.6146152701294836,0.3032878239063806,0.26862575028131114,155.07215094566345,0.545045045045045,0.12630480167014613,0.20508474576271185,0.03516873889875666,0.8918918918918919,0.06766917293233082,0.35036496350364965,0.046875,0.082687338501292,0.8829545454545454,0.43799323562570464,0.5855312735493594,0.6641221374045801,0.1411192214111922,0.23277591973244147,0.48470588235294115,0.16519647153167602,0.24641148325358853,0.30857611817808783,0.9049338146811071,0.4602203182374541
15,1.012856592245268,1.9669232630573357,0.6182765292454234,0.4296461409863472,0.3355548085554308,158.83103108406067,0.5634674922600619,0.18997912317327767,0.28415300546448086,0.050435865504358655,0.7297297297297297,0.09435061153174142,0.6923076923076923,0.017578125,0.03428571428571429,0.7474344355758267,0.7390078917700112,0.7431972789115646,0.4298526585522101,0.5442011354420113,0.48031496062992124,0.5577889447236181,0.08901363271852446,0.15352697095435686,0.4154476301930954,0.8543922984356197,0.5590551181102362
